time,party,strategy,votes,x,y
0,P0,aggregator,98,0.5214211872510904,0.8035382428664402
1,P0,aggregator,118,0.43022970485559175,0.8445761952826055
2,P0,aggregator,172,0.33386672659058686,0.8713002746848637
3,P0,aggregator,203,0.2624085115725353,0.8013451211475159
4,P0,aggregator,215,0.1784328661976376,0.8556414468415204
5,P0,aggregator,205,0.2367861862657617,0.7744325185329467
6,P0,aggregator,208,0.22302882992544373,0.873481673736439
7,P0,aggregator,226,0.27854910622454765,0.7903101706859881
8,P0,aggregator,220,0.20282935607884034,0.8556287701647862
9,P0,aggregator,231,0.2797581285666097,0.7917385208028921
10,P0,aggregator,256,0.35922801033446644,0.8524389152975153
11,P0,aggregator,248,0.27084447498240916,0.8056591047092749
12,P0,aggregator,254,0.36469852848740075,0.840176008404163
13,P0,aggregator,255,0.2647151640567531,0.8419999703358682
14,P0,aggregator,251,0.36295742888243543,0.8233329565971763
15,P0,aggregator,357,0.4620152480245041,0.8096381230159597
16,P0,aggregator,346,0.5216918365576254,0.8898796632619479
17,P0,aggregator,265,0.4660453802241736,0.8067925288936881
18,P0,aggregator,326,0.5246775030188885,0.887800393799421
19,P0,aggregator,271,0.4409309787476369,0.8331513345899098
20,P0,aggregator,300,0.523157346890571,0.8900620047847219
21,P0,aggregator,266,0.43355349147479216,0.8456643799087423
22,P0,aggregator,294,0.5305194515403493,0.870110291398494
23,P0,aggregator,278,0.43099948705939306,0.8603237358395034
24,P0,aggregator,288,0.5286002438056663,0.8385500755465068
25,P0,aggregator,288,0.4461004810957608,0.8950636947263938
26,P0,aggregator,276,0.5119671276012633,0.8198201908332392
27,P0,aggregator,292,0.46268816762121856,0.9068350407341909
28,P0,aggregator,274,0.497790856674647,0.8131985028805393
29,P0,aggregator,289,0.46716958183323987,0.9083948133504678
30,P0,aggregator,286,0.48728851113134053,0.8104395751857937
31,P0,aggregator,288,0.4657353080286513,0.9080892522769866
32,P0,aggregator,286,0.4939390021390629,0.812148897688699
33,P0,aggregator,291,0.47471129665494904,0.9102829658904004
34,P0,aggregator,285,0.5060134006749228,0.8153083467338976
35,P0,aggregator,291,0.49523871099498196,0.9147261824692473
36,P0,aggregator,288,0.5105022608335539,0.8158979271657896
37,P0,aggregator,286,0.5049146740401619,0.9157416994995026
38,P0,aggregator,286,0.5075481081023617,0.8157763803881225
39,P0,aggregator,285,0.5043784970997784,0.9157261355958883
40,P0,aggregator,286,0.5080103490324971,0.815792109100711
41,P0,aggregator,285,0.5038238115136856,0.9157044351851515
42,P0,aggregator,288,0.5031615926277092,0.8157066278784557
43,P0,aggregator,283,0.5046657819533988,0.9156953143108341
44,P0,aggregator,287,0.5051378742826645,0.8156964286728798
45,P0,aggregator,284,0.5059978282789377,0.9156927310001374
46,P0,aggregator,288,0.5118052865963151,0.8158615062861636
47,P0,aggregator,285,0.5064055230831215,0.915715612631379
48,P0,aggregator,287,0.5087008093595227,0.815741957797171
49,P0,aggregator,286,0.5039721995030041,0.9156300964765198
50,P0,aggregator,288,0.5030351425661195,0.815634486951416
51,P0,aggregator,282,0.5029183311803692,0.9156344187268936
52,P0,aggregator,288,0.5039267664276109,0.8156395035644108
53,P0,aggregator,283,0.5037799618780248,0.9156393958064739
54,P0,aggregator,288,0.5031978851396893,0.81564108988747
55,P0,aggregator,284,0.5021394541334736,0.9156354883496093
56,P0,aggregator,288,0.5045850186663652,0.8156653967515946
57,P0,aggregator,286,0.5014019157103938,0.9156147231904039
58,P0,aggregator,288,0.5052084286429662,0.8156871971563118
59,P0,aggregator,285,0.5033994336501922,0.9156708335030466
60,P0,aggregator,286,0.5088556085577367,0.8158197936718146
61,P0,aggregator,287,0.5057166338933183,0.9157705157205128
62,P0,aggregator,286,0.5068563184758871,0.8157770103361517
63,P0,aggregator,284,0.5039774119480127,0.9157355612320294
64,P0,aggregator,288,0.5030325725450716,0.8157400249391396
65,P0,aggregator,284,0.5023329998269835,0.91573757789926
66,P0,aggregator,288,0.5044176224181558,0.8157593085170969
67,P0,aggregator,284,0.5068456803783057,0.9157298268439624
68,P0,aggregator,288,0.5110995592842187,0.8158203452405939
69,P0,aggregator,286,0.50420382122356,0.9155823059099732
70,P0,aggregator,288,0.5028380224097754,0.8155916333769802
71,P0,aggregator,282,0.5031415718085783,0.9155911726647313
72,P0,aggregator,288,0.5037384074008808,0.8155929537442137
73,P0,aggregator,283,0.5039972653359361,0.9155926187064998
74,P0,aggregator,288,0.503013257152456,0.8155974601842251
75,P0,aggregator,283,0.5048331602825683,0.9155808985757757
76,P0,aggregator,287,0.5100422522126928,0.815716663930616
77,P0,aggregator,286,0.5054915876122508,0.9156130675280143
78,P0,aggregator,288,0.501750819065452,0.8156830587684866
79,P0,aggregator,283,0.5032991709558815,0.9156710710820805
80,P0,aggregator,288,0.5036043944098655,0.8156715368899496
81,P0,aggregator,283,0.504152687907589,0.9156700337498542
82,P0,aggregator,286,0.5082086246081029,0.8157523207181729
83,P0,aggregator,287,0.5065274772219139,0.9157381884368956
84,P0,aggregator,290,0.5061188609674275,0.8157390232765975
85,P0,aggregator,284,0.5048455946591356,0.9157309169125727
86,P0,aggregator,288,0.5023015838419899,0.8157632821052899
87,P0,aggregator,283,0.5012877163972944,0.9157581423372267
88,P0,aggregator,288,0.5052940474556203,0.8158384280089167
89,P0,aggregator,284,0.505816194997389,0.9158370648093482
90,P0,aggregator,288,0.5119391811107329,0.8160246956306948
91,P0,aggregator,286,0.5031578176268733,0.915638387738579
92,P0,aggregator,288,0.5037241459361548,0.8156399913902069
93,P0,aggregator,283,0.5040140004228226,0.9156395713112074
94,P0,aggregator,288,0.5029999584848509,0.8156447128486443
95,P0,aggregator,284,0.5023729446005204,0.9156427470972677
96,P0,aggregator,286,0.5097358697445035,0.8159141788065111
97,P0,aggregator,286,0.5058447548502389,0.9158384462538115
98,P0,aggregator,286,0.5067447891203487,0.8158424966442767
99,P0,aggregator,284,0.504104678284013,0.9158076396430833
100,P0,aggregator,288,0.5029269385767217,0.8158145752376863
101,P0,aggregator,283,0.5049420081784113,0.9157942706488064
102,P0,aggregator,286,0.5075220481246011,0.8158275592200709
103,P0,aggregator,287,0.507383804515269,0.9158274636635476
104,P0,aggregator,288,0.5106466358047245,0.8158807081785567
105,P0,aggregator,285,0.5077957750434208,0.9158400628829548
106,P0,aggregator,290,0.5050913057958644,0.8158766403420623
107,P0,aggregator,283,0.5024221661114547,0.9158410124620587
108,P0,aggregator,288,0.5043389419385444,0.815859384297537
109,P0,aggregator,283,0.5032990064381733,0.9158539768221085
110,P0,aggregator,288,0.5036035059370902,0.8158544404229073
111,P0,aggregator,284,0.5016519863176511,0.9158353964654204
112,P0,aggregator,286,0.510316530766878,0.8162114752944116
113,P0,aggregator,286,0.5051037891259733,0.9160755194974439
114,P0,aggregator,286,0.5073711460345192,0.8161012273386631
115,P0,aggregator,284,0.5033449260232172,0.9160201422267892
116,P0,aggregator,286,0.5088664487418375,0.8161726946536652
117,P0,aggregator,287,0.5056777970119084,0.9161218442255611
118,P0,aggregator,286,0.5068819019076998,0.8161290938313454
119,P0,aggregator,284,0.5039247126424091,0.9160853594261006
120,P0,aggregator,288,0.503082395321699,0.8160889069813702
121,P0,aggregator,284,0.5022677657786216,0.9160855888198569
122,P0,aggregator,288,0.5044584622528843,0.816109587454741
123,P0,aggregator,284,0.5068156698897416,0.9160818014552159
124,P0,aggregator,288,0.5110968628426471,0.8161734865515003
125,P0,aggregator,286,0.5041529073114206,0.9159321026284104
126,P0,aggregator,286,0.5081887384395898,0.8160135754820153
127,P0,aggregator,284,0.5023873949651901,0.9158451557254034
128,P0,aggregator,288,0.5043679294448081,0.8158647702331727
129,P0,aggregator,283,0.5032651091954007,0.9158586889857523
130,P0,aggregator,288,0.5036318997764884,0.8158593616646667
131,P0,aggregator,283,0.5041228678973965,0.9158581564089248
132,P0,aggregator,286,0.5082199383708006,0.8159421215920049
133,P0,aggregator,287,0.5065060591126544,0.9159274336027622
134,P0,aggregator,290,0.5061375794011246,0.8159281124915556
135,P0,aggregator,284,0.5048181744105512,0.915919407965066
136,P0,aggregator,286,0.5076219038320692,0.8159587201856648
137,P0,aggregator,285,0.5042766871872728,0.9159027521515575
138,P0,aggregator,288,0.5027851151428386,0.8159138767061547
139,P0,aggregator,282,0.5032043394659786,0.9159129979571281
140,P0,aggregator,288,0.503682372101529,0.8159141405396588
141,P0,aggregator,284,0.5015554350195908,0.9158915186741622
142,P0,aggregator,288,0.5050611117986936,0.8159529864139751
143,P0,aggregator,285,0.5035671161165902,0.915941825675674
144,P0,aggregator,286,0.5086860110027541,0.8160729270377877
145,P0,aggregator,287,0.5059125667273188,0.9160344596733523
146,P0,aggregator,289,0.5038605702108806,0.8160555153385749
147,P0,aggregator,283,0.5038563841552951,0.9160555152509596
148,P0,aggregator,286,0.5084306653979899,0.8161601902797042
149,P0,aggregator,287,0.5062305038864762,0.9161359837965514
150,P0,aggregator,287,0.5088289234709702,0.8161697484184852
151,P0,aggregator,286,0.5088178914731402,0.9161697478099603
152,P0,aggregator,288,0.5094520079769631,0.8161717583488737
153,P0,aggregator,286,0.5080364233537716,0.9161617384477545
154,P0,aggregator,290,0.5049147385973398,0.8162104749025574
155,P0,aggregator,283,0.5026110619963187,0.9161839367517797
156,P0,aggregator,288,0.5041707734207371,0.8161961009902604
157,P0,aggregator,283,0.5034899707436586,0.9161937835019811
158,P0,aggregator,286,0.5087270458043688,0.8163310124368415
159,P0,aggregator,287,0.5058439654486435,0.9162894430350779
160,P0,aggregator,288,0.5015081006203327,0.8163834858744029
161,P0,aggregator,281,0.5015664487803254,0.9163834688518626
162,P0,aggregator,288,0.5050207415857167,0.8164431473534073
163,P0,aggregator,284,0.5061536307256689,0.9164367299584754
164,P0,aggregator,288,0.511602213774185,0.8165852755736571
165,P0,aggregator,285,0.506568581187646,0.9164585079384091
166,P0,aggregator,287,0.5085355741625778,0.8164778551167928
167,P0,aggregator,283,0.5049553464202146,0.9164137444124448
168,P0,aggregator,288,0.5022433982200886,0.8164505244915168
169,P0,aggregator,282,0.5038437777026059,0.916437717598994
170,P0,aggregator,288,0.5031540739918953,0.8164400960833227
171,P0,aggregator,284,0.5021740743686518,0.9164352939717135
172,P0,aggregator,288,0.5045211505602195,0.8164628415993176
173,P0,aggregator,284,0.5067583023170051,0.9164378142275564
174,P0,aggregator,288,0.5111155555124339,0.8165327876043132
175,P0,aggregator,286,0.5040737808546196,0.9162845465345124
176,P0,aggregator,286,0.5082289863471784,0.8163709124933336
177,P0,aggregator,284,0.5022937521292122,0.9161946220756663
178,P0,aggregator,288,0.5044326381824296,0.8162174988601458
179,P0,aggregator,283,0.5031801502894627,0.916209654922899
180,P0,aggregator,286,0.5089852575613866,0.8163782934698893
181,P0,aggregator,287,0.505511241330251,0.9163179313080655
182,P0,aggregator,288,0.5017827200997365,0.8163874648354547
183,P0,aggregator,281,0.5012501721624031,0.9163860467888726
184,P0,aggregator,288,0.5052789685491019,0.816467235748736
185,P0,aggregator,284,0.5058417047281241,0.9164656523761647
186,P0,aggregator,287,0.5091326451050529,0.816519818488826
187,P0,aggregator,286,0.5065460398878415,0.9164863602588117
188,P0,aggregator,287,0.5085531032944917,0.8165065038052156
189,P0,aggregator,284,0.5061593148567487,0.9164778485841838
190,P0,aggregator,288,0.5012668674606365,0.8165976004944024
191,P0,aggregator,282,0.5007329346482788,0.9165961750630026
192,P0,aggregator,288,0.5056817623581458,0.8167187046089605
193,P0,aggregator,284,0.5053522874579791,0.9167181618389383
194,P0,aggregator,286,0.507138617052657,0.8167341179790344
195,P0,aggregator,283,0.506621610259087,0.9167327814899804
196,P0,aggregator,288,0.5112012808233829,0.8168377034454515
197,P0,aggregator,285,0.5070404065078998,0.9167511015706817
198,P0,aggregator,289,0.5029932479991417,0.8168330325941198
199,P0,aggregator,282,0.5029651169636532,0.916833028637344
0,P1,predator,107,0.6295735427326693,0.7898877042791398
1,P1,predator,169,0.6193072865547936,0.6904160802645987
2,P1,predator,211,0.6090410303769179,0.5909444562500575
3,P1,predator,275,0.6090410303769179,0.5909444562500575
4,P1,predator,273,0.6090410303769179,0.5909444562500575
5,P1,predator,250,0.6090410303769179,0.5909444562500575
6,P1,predator,93,0.5987747741990422,0.4914728322355164
7,P1,predator,59,0.6090548991240473,0.5909430239088327
8,P1,predator,226,0.5987837940626213,0.4914719004567617
9,P1,predator,299,0.5987837940626213,0.4914719004567617
10,P1,predator,57,0.5434879042521351,0.5747927536092984
11,P1,predator,89,0.5568524723792807,0.47568983579768753
12,P1,predator,52,0.510217191483542,0.5641497169629681
13,P1,predator,85,0.5362409072846176,0.46759524417219134
14,P1,predator,53,0.5622646230856931,0.37104077138141456
15,P1,predator,20,0.539982448834886,0.4685266919579607
16,P1,predator,57,0.5356456089951066,0.5684326067988954
17,P1,predator,89,0.5522193616222821,0.46981561676242556
18,P1,predator,55,0.545644418210017,0.5695992332489286
19,P1,predator,88,0.5584698400608106,0.47042510076293614
20,P1,predator,55,0.5500844657511867,0.5700729080528485
21,P1,predator,89,0.561239255840301,0.47069700223022065
22,P1,predator,57,0.5535706717731469,0.5704025327609038
23,P1,predator,90,0.5634127856293903,0.470888047409068
24,P1,predator,54,0.5539863219143151,0.5704427649358048
25,P1,predator,90,0.5636717575131878,0.4709129084240018
26,P1,predator,53,0.5490128237833688,0.5698326519634226
27,P1,predator,89,0.5605766581068654,0.47050351356114545
28,P1,predator,56,0.5425554270858344,0.5688662871723376
29,P1,predator,88,0.5565614064425082,0.4698519824368074
30,P1,predator,55,0.5366302584899939,0.5678456013172988
31,P1,predator,87,0.5528786822913728,0.4691744873883946
32,P1,predator,55,0.5359420857345985,0.5677298104159869
33,P1,predator,89,0.5524503592200825,0.4691018381843301
34,P1,predator,55,0.5391563322909098,0.5682142433009775
35,P1,predator,87,0.5544532599359775,0.4693911488107645
36,P1,predator,56,0.541870055246046,0.5685963047238081
37,P1,predator,88,0.5561437973032856,0.4696202455595668
38,P1,predator,55,0.5422414634373229,0.5686491560507931
39,P1,predator,88,0.5563750078755806,0.4696529797528583
40,P1,predator,55,0.5425368322435131,0.568690876010685
41,P1,predator,88,0.5565588779827995,0.4696788452604506
42,P1,predator,55,0.5413078940969865,0.5685090404971023
43,P1,predator,88,0.5557941755903621,0.4695638655339204
44,P1,predator,55,0.5413134864078368,0.5685098590899966
45,P1,predator,88,0.5557976565485049,0.4695643750326826
46,P1,predator,55,0.5431952913316795,0.5687670987399567
47,P1,predator,88,0.5569695762241023,0.469720296289285
48,P1,predator,56,0.5431537143111415,0.5687613077926112
49,P1,predator,88,0.5569436974187241,0.46971668973644126
50,P1,predator,55,0.5415453539129162,0.5685240326684174
51,P1,predator,88,0.5559430409991154,0.469565927358302
52,P1,predator,55,0.5410795866780829,0.568455146819508
53,P1,predator,88,0.5556531734996317,0.46952279332908115
54,P1,predator,55,0.5406689712405057,0.5683937884826529
55,P1,predator,88,0.5553976261650003,0.4694844020518638
56,P1,predator,55,0.5408751853826858,0.5684242762873012
57,P1,predator,88,0.5555259862517984,0.4695033278795266
58,P1,predator,55,0.5411422082011259,0.5684634558553381
59,P1,predator,88,0.5556922000312691,0.4695276294942935
60,P1,predator,55,0.5422890698616631,0.5686253393651911
61,P1,predator,88,0.556406256058415,0.4696268290032355
62,P1,predator,55,0.5422361200201261,0.5686177742692364
63,P1,predator,88,0.5563732996304732,0.4696221170277958
64,P1,predator,55,0.5411419694401519,0.5684553431242529
65,P1,predator,88,0.5556924904772854,0.4695195945924511
66,P1,predator,55,0.5410431889684246,0.5684407650530885
67,P1,predator,88,0.5556310100385373,0.46951050943618244
68,P1,predator,55,0.5428771733780936,0.5686938732147856
69,P1,predator,88,0.5567730634919269,0.4696640583207635
70,P1,predator,55,0.5413677591374703,0.5684703162083414
71,P1,predator,88,0.5558340048268751,0.469522209932103
72,P1,predator,55,0.540948267036068,0.5684080775291633
73,P1,predator,88,0.5555729495628939,0.4694832643577979
74,P1,predator,55,0.5405594213005528,0.5683498106164586
75,P1,predator,88,0.5553309644172968,0.4694468201968046
76,P1,predator,55,0.5423623919087647,0.5686023350564984
77,P1,predator,88,0.5564536549443512,0.4696001315150523
78,P1,predator,55,0.5408412015465062,0.5683738694158735
79,P1,predator,88,0.5555073192211201,0.46945519073305664
80,P1,predator,55,0.5406815226484534,0.5683500629761912
81,P1,predator,88,0.5554079460221931,0.4694403442695981
82,P1,predator,55,0.5419036587594802,0.5685243198939448
83,P1,predator,88,0.5561688096078762,0.4695470221369717
84,P1,predator,55,0.5418602891283091,0.5685180595251178
85,P1,predator,88,0.5561418187182591,0.46954312374554086
86,P1,predator,55,0.5407756419343259,0.5683554742440737
87,P1,predator,88,0.5554669931727763,0.4694405400895767
88,P1,predator,55,0.5411323819341012,0.5684078019524577
89,P1,predator,88,0.5556890316454504,0.46947295496121255
90,P1,predator,55,0.543164109968379,0.5686854861101719
91,P1,predator,88,0.5569541527234606,0.4696408763587421
92,P1,predator,55,0.5417486090671707,0.5684780730112001
93,P1,predator,88,0.5560735911099727,0.4695094169150734
94,P1,predator,55,0.5409175166676637,0.5683542114542862
95,P1,predator,88,0.5555565078705751,0.46943151468271066
96,P1,predator,55,0.5424461420225171,0.5685683812225104
97,P1,predator,88,0.5565081896350256,0.469562023765307
98,P1,predator,55,0.5422834874613414,0.5685451427708726
99,P1,predator,88,0.556406973299242,0.46954753094216933
100,P1,predator,55,0.5411432140628822,0.5683757539049163
101,P1,predator,88,0.555697602413206,0.46944057421766877
102,P1,predator,55,0.5419221801405829,0.5684872184879868
103,P1,predator,88,0.5561824563184924,0.46950921828930753
104,P1,predator,55,0.5431480843501695,0.5686561050149703
105,P1,predator,88,0.5569455807311305,0.4696125333224199
106,P1,predator,55,0.5421353739651205,0.5685097414505973
107,P1,predator,88,0.5563155558054773,0.46952023471895216
108,P1,predator,55,0.5414743221658974,0.5684127914866655
109,P1,predator,88,0.5559042687438597,0.46945938506850743
110,P1,predator,55,0.5409748921837009,0.5683386736760059
111,P1,predator,88,0.5555935256350791,0.46941296642043834
112,P1,predator,55,0.5426476849930661,0.5685714517359756
113,P1,predator,88,0.5566349435629997,0.46955450067355486
114,P1,predator,55,0.5425608110517958,0.5685591409388326
115,P1,predator,88,0.556580885832573,0.46954683108222234
116,P1,predator,55,0.5429440787567591,0.5686126551224888
117,P1,predator,88,0.5568194060213234,0.46957995702079497
118,P1,predator,55,0.5425567894764121,0.5685576200023628
